id,creation_date_time,resolution_date_time,res_time,priority,urgency,assigned_organization,inc_type
7035,28/04/2021 12:04:00+05,28/04/2021 16:24:00+05,,Baja,4-Baja,Unidad Seguridad Informática,SOFTWARE FAILURE
7036,28/04/2021 12:03:00+05,28/04/2021 12:48:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7037,28/04/2021 12:07:00+05,,,Media,3-Medio,Mantenimiento COBOL,SOFTWARE FAILURE
7038,28/04/2021 12:06:00+05,28/04/2021 12:48:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7039,28/04/2021 12:07:00+05,28/04/2021 12:49:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7040,28/04/2021 12:09:00+05,29/04/2021 12:50:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,DATA ISSUE
7041,28/04/2021 12:01:00+05,30/04/2021 16:47:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
7042,28/04/2021 12:08:00+05,28/04/2021 12:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7043,28/04/2021 12:04:00+05,28/04/2021 12:50:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7044,28/04/2021 12:19:00+05,29/04/2021 09:24:00+05,,Baja,4-Baja,Mantenimiento Comercial y CRM,DATA ISSUE
7045,28/04/2021 13:03:00+05,28/04/2021 13:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7046,28/04/2021 12:09:00+05,,,Media,2-Alta,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
7047,28/04/2021 12:13:00+05,28/04/2021 12:13:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7048,28/04/2021 18:34:00+05,29/04/2021 10:32:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
7049,28/04/2021 12:42:00+05,28/04/2021 12:41:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7050,28/04/2021 12:41:00+05,28/04/2021 12:51:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7051,28/04/2021 12:42:00+05,28/04/2021 12:52:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7052,28/04/2021 12:43:00+05,28/04/2021 12:53:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7053,28/04/2021 12:49:00+05,28/04/2021 12:52:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
7054,28/04/2021 13:12:00+05,28/04/2021 13:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7055,28/04/2021 12:59:00+05,28/04/2021 13:23:00+05,#VALUE!,Alta,1-Crítica,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7056,28/04/2021 12:58:00+05,,,Media,3-Medio,Mantenimiento COBOL,ACCESS FAILURE
7057,28/04/2021 13:52:00+05,28/04/2021 13:52:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7058,28/04/2021 13:03:00+05,,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
7059,28/04/2021 13:12:00+05,28/04/2021 13:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7060,28/04/2021 13:25:00+05,28/04/2021 13:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7061,28/04/2021 13:36:00+05,,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE FAILURE
7062,28/04/2021 14:03:00+05,28/04/2021 14:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7063,28/04/2021 13:37:00+05,29/04/2021 10:22:00+05,,Media,3-Medio,Mantenimiento Financiero,DEFAULT
7064,28/04/2021 13:39:00+05,28/04/2021 13:41:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7065,28/04/2021 14:04:00+05,30/04/2021 11:19:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
7066,28/04/2021 14:24:00+05,28/04/2021 14:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7067,28/04/2021 14:16:00+05,29/04/2021 15:55:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,PROCESS FAILURE
7068,28/04/2021 14:17:00+05,28/04/2021 14:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7069,28/04/2021 14:24:00+05,28/04/2021 14:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7070,28/04/2021 17:07:00+05,28/04/2021 17:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7071,28/04/2021 14:30:00+05,28/04/2021 14:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7072,28/04/2021 14:34:00+05,29/04/2021 16:48:00+05,,Baja,4-Baja,Mantenimiento Operaciones,SOFTWARE FAILURE
7073,28/04/2021 14:39:00+05,28/04/2021 14:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7074,28/04/2021 15:04:00+05,28/04/2021 15:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7075,28/04/2021 14:57:00+05,28/04/2021 14:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7076,28/04/2021 15:26:00+05,28/04/2021 15:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7077,28/04/2021 15:18:00+05,28/04/2021 15:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7078,28/04/2021 15:06:00+05,28/04/2021 15:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7079,28/04/2021 15:51:00+05,29/04/2021 09:56:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
7080,28/04/2021 15:29:00+05,29/04/2021 13:23:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
7081,28/04/2021 15:42:00+05,28/04/2021 15:46:00+05,,Baja,4-Baja,Mantenimiento Aeropuertos,DATA ISSUE
7082,28/04/2021 16:17:00+05,28/04/2021 16:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7083,28/04/2021 16:01:00+05,28/04/2021 16:01:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7084,28/04/2021 16:03:00+05,,,Media,3-Medio,Mantenimiento Corporativa y RRHH,DATA ISSUE
7085,28/04/2021 16:02:00+05,28/04/2021 16:02:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7086,28/04/2021 16:19:00+05,28/04/2021 16:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7087,28/04/2021 16:42:00+05,29/04/2021 12:05:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7088,28/04/2021 16:43:00+05,28/04/2021 16:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7089,28/04/2021 16:50:00+05,28/04/2021 16:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7090,28/04/2021 16:49:00+05,29/04/2021 10:48:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
7091,28/04/2021 16:56:00+05,,,Media,2-Alta,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
7092,28/04/2021 16:54:00+05,28/04/2021 16:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7093,28/04/2021 17:22:00+05,28/04/2021 17:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7094,28/04/2021 17:15:00+05,28/04/2021 17:15:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7095,28/04/2021 17:25:00+05,,,Media,2-Alta,Mantenimiento COBOL,ACCESS FAILURE
7096,28/04/2021 17:11:00+05,29/04/2021 11:32:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
7097,28/04/2021 17:25:00+05,28/04/2021 17:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7098,28/04/2021 17:24:00+05,29/04/2021 15:33:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7099,28/04/2021 18:25:00+05,,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
7100,28/04/2021 17:54:00+05,29/04/2021 10:02:00+05,,Media,2-Alta,Mantenimiento Aeropuertos,SOFTWARE FAILURE
7101,28/04/2021 18:39:00+05,28/04/2021 18:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7102,28/04/2021 18:43:00+05,29/04/2021 09:02:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
7103,28/04/2021 19:19:00+05,28/04/2021 19:37:00+05,,Baja,4-Baja,Unidad de Operaciones Ordenadores,ACCESS FAILURE
7104,28/04/2021 19:38:00+05,28/04/2021 19:38:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7105,28/04/2021 12:38:00+05,,,Media,3-Medio,Unidad Control del Servicio,SOFTWARE FAILURE
7106,28/04/2021 12:14:00+05,28/04/2021 12:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7107,28/04/2021 13:12:00+05,28/04/2021 13:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7108,28/04/2021 12:43:00+05,28/04/2021 14:36:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,DEFAULT
7109,28/04/2021 12:34:00+05,28/04/2021 12:47:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
7110,28/04/2021 12:56:00+05,29/04/2021 10:31:00+05,,Media,2-Alta,Mantenimiento Corporativa y RRHH,SOFTWARE FAILURE
7111,28/04/2021 12:42:00+05,29/04/2021 12:22:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
7112,28/04/2021 13:26:00+05,28/04/2021 13:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7113,28/04/2021 12:53:00+05,30/04/2021 14:09:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7114,28/04/2021 12:44:00+05,28/04/2021 12:53:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7115,28/04/2021 12:45:00+05,28/04/2021 12:54:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7116,28/04/2021 13:18:00+05,28/04/2021 13:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7117,28/04/2021 14:27:00+05,28/04/2021 14:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7118,28/04/2021 13:19:00+05,,,Baja,4-Baja,MANTENIMIENTO IB.COM,SOFTWARE FAILURE
7119,28/04/2021 13:29:00+05,28/04/2021 13:29:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7120,28/04/2021 15:53:00+05,28/04/2021 16:11:00+05,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7121,28/04/2021 13:25:00+05,28/04/2021 15:00:00+05,,Baja,4-Baja,Mantenimiento Pasaje,SOFTWARE WARNING
7122,28/04/2021 13:24:00+05,28/04/2021 13:24:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7123,28/04/2021 13:45:00+05,28/04/2021 13:45:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7124,28/04/2021 13:43:00+05,28/04/2021 13:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7125,28/04/2021 13:31:00+05,29/04/2021 12:58:00+05,,Baja,4-Baja,Mantenimiento BI,SOFTWARE FAILURE
7126,28/04/2021 13:29:00+05,28/04/2021 13:34:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
7127,28/04/2021 13:37:00+05,30/04/2021 11:21:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
7128,28/04/2021 14:00:00+05,,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7129,28/04/2021 16:42:00+05,28/04/2021 16:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7130,28/04/2021 14:04:00+05,28/04/2021 14:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7131,28/04/2021 14:20:00+05,,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
7132,28/04/2021 14:30:00+05,,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,HARDWARE FAILURE
7133,28/04/2021 14:29:00+05,28/04/2021 14:29:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7134,28/04/2021 14:52:00+05,,,Media,3-Medio,Mantenimiento Cargo,SOFTWARE FAILURE
7135,28/04/2021 14:53:00+05,28/04/2021 14:53:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7136,28/04/2021 14:54:00+05,28/04/2021 14:54:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7137,28/04/2021 14:57:00+05,28/04/2021 14:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7138,28/04/2021 15:07:00+05,,,Baja,4-Baja,Mantenimiento Movilidad,SOFTWARE FAILURE
7139,28/04/2021 15:09:00+05,29/04/2021 12:15:00+05,,Baja,4-Baja,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
7140,28/04/2021 15:14:00+05,28/04/2021 15:14:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7141,28/04/2021 15:17:00+05,28/04/2021 15:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7142,28/04/2021 15:22:00+05,28/04/2021 15:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7143,28/04/2021 15:37:00+05,28/04/2021 15:37:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7144,28/04/2021 15:48:00+05,29/04/2021 16:29:00+05,,Media,3-Medio,Unidad Control del Servicio,SOFTWARE FAILURE
7145,28/04/2021 16:31:00+05,28/04/2021 16:31:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7146,28/04/2021 15:48:00+05,30/04/2021 11:24:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
7147,28/04/2021 16:18:00+05,,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,PRINTING FAILURE
7148,28/04/2021 16:23:00+05,28/04/2021 16:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7149,28/04/2021 16:04:00+05,28/04/2021 16:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7150,28/04/2021 16:59:00+05,28/04/2021 16:59:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7151,28/04/2021 17:02:00+05,28/04/2021 17:02:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7152,28/04/2021 16:50:00+05,28/04/2021 16:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7153,28/04/2021 16:56:00+05,30/04/2021 16:58:00+05,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
7154,28/04/2021 16:58:00+05,28/04/2021 17:48:00+05,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
7155,28/04/2021 17:07:00+05,28/04/2021 17:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,SOFTWARE FAILURE
7156,28/04/2021 17:08:00+05,28/04/2021 17:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7157,28/04/2021 17:11:00+05,,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
7158,28/04/2021 17:07:00+05,30/04/2021 16:53:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
7159,28/04/2021 17:14:00+05,,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7160,28/04/2021 17:16:00+05,28/04/2021 17:16:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7161,28/04/2021 17:19:00+05,,,Baja,4-Baja,Mantenimiento Corporativa y RRHH,DATA ISSUE
7162,28/04/2021 17:42:00+05,,,Media,3-Medio,Mantenimiento Cargo,SOFTWARE FAILURE
7163,28/04/2021 17:22:00+05,,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7164,28/04/2021 17:23:00+05,28/04/2021 17:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7165,28/04/2021 17:49:00+05,28/04/2021 17:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7166,28/04/2021 18:33:00+05,,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7167,28/04/2021 18:32:00+05,28/04/2021 18:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7168,28/04/2021 18:29:00+05,28/04/2021 18:29:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7169,28/04/2021 19:12:00+05,28/04/2021 19:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7170,28/04/2021 19:16:00+05,28/04/2021 19:16:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7171,28/04/2021 19:04:00+05,28/04/2021 19:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7172,28/04/2021 19:26:00+05,28/04/2021 19:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7173,28/04/2021 19:36:00+05,28/04/2021 19:36:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7174,28/04/2021 19:55:00+05,30/04/2021 11:45:00+05,,Baja,4-Baja,Mantenimiento COBOL,SOFTWARE FAILURE
7175,28/04/2021 20:40:00+05,28/04/2021 20:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7176,28/04/2021 20:42:00+05,28/04/2021 20:42:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7177,28/04/2021 20:44:00+05,30/04/2021 18:20:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
7178,28/04/2021 20:43:00+05,28/04/2021 20:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7179,28/04/2021 20:45:00+05,28/04/2021 20:45:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7180,28/04/2021 21:15:00+05,29/04/2021 10:40:00+05,,Baja,4-Baja,Unidad Seguridad Informática,ACCESS FAILURE
7181,28/04/2021 21:18:00+05,28/04/2021 21:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7182,28/04/2021 21:19:00+05,28/04/2021 21:19:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7183,28/04/2021 21:20:00+05,28/04/2021 21:20:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7184,28/04/2021 21:22:00+05,28/04/2021 21:22:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7185,28/04/2021 21:23:00+05,30/04/2021 14:58:00+05,,Baja,4-Baja,Mantenimiento Herramientas IT & DBAs,ACCESS FAILURE
7186,28/04/2021 21:23:00+05,28/04/2021 21:23:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7187,28/04/2021 21:27:00+05,28/04/2021 21:27:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7188,28/04/2021 21:26:00+05,28/04/2021 21:26:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7189,28/04/2021 21:34:00+05,28/04/2021 21:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7190,28/04/2021 21:34:00+05,28/04/2021 21:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7191,28/04/2021 21:59:00+05,28/04/2021 22:52:00+05,,Alta,2-Alta,Mantenimiento Dir. Técnica,SOFTWARE FAILURE
7192,28/04/2021 21:49:00+05,28/04/2021 21:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7193,28/04/2021 22:11:00+05,28/04/2021 22:11:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7194,28/04/2021 23:10:00+05,28/04/2021 23:10:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7195,28/04/2021 22:19:00+05,29/04/2021 17:15:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7196,28/04/2021 22:21:00+05,28/04/2021 22:21:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7197,28/04/2021 22:32:00+05,28/04/2021 22:48:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
7198,28/04/2021 23:06:00+05,28/04/2021 23:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7199,29/04/2021 00:57:00+05,29/04/2021 00:57:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7200,29/04/2021 01:28:00+05,29/04/2021 01:28:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7201,29/04/2021 01:32:00+05,30/04/2021 07:08:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
7202,29/04/2021 02:45:00+05,29/04/2021 10:56:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
7203,29/04/2021 03:25:00+05,29/04/2021 15:19:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,DATA ISSUE
7204,29/04/2021 03:30:00+05,29/04/2021 11:45:00+05,,Media,3-Medio,MANTENIMIENTO IB.COM,DATA ISSUE
7205,29/04/2021 03:32:00+05,29/04/2021 03:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7206,29/04/2021 04:04:00+05,29/04/2021 04:26:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
7207,29/04/2021 04:13:00+05,29/04/2021 10:13:00+05,,Media,3-Medio,Unidad de Operaciones Ordenadores,PERFORMANCE ISSUE
7208,29/04/2021 04:30:00+05,29/04/2021 04:37:00+05,,Media,2-Alta,Unidad de Operaciones Ordenadores,ACCESS FAILURE
7209,29/04/2021 05:08:00+05,29/04/2021 05:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7210,29/04/2021 06:43:00+05,30/04/2021 08:24:00+05,,Baja,4-Baja,Mantenimiento COBOL,PROCESS FAILURE
7211,29/04/2021 07:31:00+05,29/04/2021 07:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7212,29/04/2021 08:50:00+05,29/04/2021 08:50:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7213,29/04/2021 07:17:00+05,29/04/2021 07:17:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7214,29/04/2021 08:00:00+05,,,Baja,4-Baja,Unidad de Instalaciones y Telecomunicaciones,TELEPHONY FAILURE
7215,29/04/2021 07:30:00+05,29/04/2021 07:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7216,29/04/2021 07:32:00+05,29/04/2021 07:32:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7217,29/04/2021 07:48:00+05,29/04/2021 07:48:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7218,29/04/2021 07:34:00+05,29/04/2021 07:34:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7219,29/04/2021 07:43:00+05,29/04/2021 09:02:00+05,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,COMMUNICATIONS FAILURE
7220,29/04/2021 09:18:00+05,29/04/2021 09:18:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7221,29/04/2021 08:04:00+05,29/04/2021 09:19:00+05,#VALUE!,Crítica,1-Crítica,MANTENIMIENTO IB.COM,ACCESS FAILURE
7222,29/04/2021 08:06:00+05,29/04/2021 08:06:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7223,29/04/2021 08:47:00+05,,,Baja,4-Baja,Mantenimiento Financiero,SOFTWARE FAILURE
7224,29/04/2021 08:30:00+05,29/04/2021 08:30:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7225,29/04/2021 08:49:00+05,29/04/2021 08:49:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7226,29/04/2021 09:04:00+05,29/04/2021 09:04:00+05,,Baja,4-Baja,Unidad Control del Servicio,PERFORMANCE ISSUE
7227,29/04/2021 09:07:00+05,29/04/2021 09:07:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7228,29/04/2021 08:46:00+05,29/04/2021 08:46:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7229,29/04/2021 08:57:00+05,29/04/2021 09:12:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7230,29/04/2021 09:04:00+05,,,Media,3-Medio,Unidad de Instalaciones y Telecomunicaciones,SOFTWARE FAILURE
7231,29/04/2021 08:54:00+05,29/04/2021 09:19:00+05,,Media,3-Medio,Mantenimiento Pasaje,SOFTWARE FAILURE
7232,29/04/2021 09:25:00+05,29/04/2021 09:25:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7233,29/04/2021 12:53:00+05,29/04/2021 14:04:00+05,,Baja,4-Baja,Mantenimiento Cargo,SOFTWARE FAILURE
7234,29/04/2021 09:40:00+05,29/04/2021 09:40:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7235,28/04/2021 19:43:00+05,28/04/2021 19:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7236,28/04/2021 19:39:00+05,28/04/2021 19:39:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7237,28/04/2021 19:45:00+05,28/04/2021 20:08:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7238,28/04/2021 19:43:00+05,28/04/2021 19:43:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
7239,28/04/2021 20:03:00+05,28/04/2021 20:03:00+05,,Baja,4-Baja,Unidad Control del Servicio,ACCESS FAILURE
